Lot No,prdcode,QTY,DATE
B5299,RPBC001,971,"Nov 21, 2025 12:00 AM"
H5096,AOSP002,1325,"Nov 21, 2025 12:00 AM"
E5048,FJES001,168,"Nov 24, 2025 12:00 AM"
C5239,WMPK001,664,"Nov 24, 2025 12:00 AM"
C5245,FJCB002,910,"Nov 24, 2025 12:00 AM"
S5214,BRSCN10,1680,"Nov 24, 2025 12:00 AM"
H5090,PDRS004,360,"Nov 21, 2025 12:00 AM"
B5297,AOBC000,1315,"Nov 21, 2025 12:00 AM"
B5298,AOBC000,1316,"Nov 21, 2025 12:00 AM"
H5090,PDRS004,167,"Nov 24, 2025 12:00 AM"
H5091,PDRS004,527,"Nov 24, 2025 12:00 AM"
H5094,CCHPB01,664,"Nov 24, 2025 12:00 AM"
C5246,FJCR006,1080,"Nov 25, 2025 12:00 AM"
S5214,BRSCN10,3383,"Nov 25, 2025 12:00 AM"
H5094,CCHPB01,993,"Nov 25, 2025 12:00 AM"
C5246,FJCR006,3780,"Nov 26, 2025 12:00 AM"
C5247,FJMK003,1771,"Dec 10, 2025 12:00 AM"
B5300,RPBC002,970,"Nov 25, 2025 12:00 AM"
H5100,VMSP006,167,"Nov 25, 2025 12:00 AM"
H5097,AORS000,480,"Nov 25, 2025 12:00 AM"
H5099,VMSP005,970,"Dec 4, 2025 12:00 AM"
C5239,FJFC005,705,"Dec 9, 2025 12:00 AM"
M5142,PDBL001,482,"Nov 26, 2025 12:00 AM"
B5301,SBMPR07,1974,"Nov 26, 2025 12:00 AM"
H5098,AORS000,1390,"Nov 26, 2025 12:00 AM"
C5246,FJCR006,3780,"Nov 28, 2025 12:00 AM"
C5248,FJCRT02,1000,"Nov 28, 2025 12:00 AM"
C5248,FJCR002,1914,"Dec 2, 2025 12:00 AM"
C5246,FJCR006,4590,"Nov 27, 2025 12:00 AM"
C5232,FJGB001,3252,"Dec 1, 2025 12:00 AM"
S5217,RMSCN10,4151,"Dec 1, 2025 12:00 AM"
S5216,RMSCN10,2684,"Nov 28, 2025 12:00 AM"
S5217,RMSCN10,960,"Nov 28, 2025 12:00 AM"
B5303,PDIR011,2036,"Nov 27, 2025 12:00 AM"
B5303,PDIR012,2305,"Nov 27, 2025 12:00 AM"
H5102,AOSP004,724,"Nov 27, 2025 12:00 AM"
M5143,AOBL004,680,"Nov 28, 2025 12:00 AM"
M5144,AOBL004,680,"Nov 28, 2025 12:00 AM"
B5305,PDIR010,1450,"Nov 28, 2025 12:00 AM"
B5249,FJOF001,2520,"Dec 11, 2025 12:00 AM"
S5219,RMSCN10,1016,"Dec 2, 2025 12:00 AM"
S5226,FJSL006,1800,"Dec 3, 2025 12:00 AM"
H5101,PDSP005,564,"Dec 1, 2025 12:00 AM"
H5093,AOSP000,240,"Dec 1, 2025 12:00 AM"
S5161,MLDMB01,540,"Aug 29, 2025 12:00 AM"
H5013,VMSP014,2521,"Dec 1, 2025 12:00 AM"
E5049,FJAP001,936,"Dec 11, 2025 12:00 AM"
B5302,MLHW003,962,"Dec 2, 2025 12:00 AM"
S5218,RMSCN10,2389,"Dec 3, 2025 12:00 AM"
S5221,RMSC002,1034,"Dec 5, 2025 12:00 AM"
S5217,RMSCN10,829,"Dec 2, 2025 12:00 AM"
S5222,RMSC004,2600,"Dec 5, 2025 12:00 AM"
S5220,RMSCN10,1050,"Dec 4, 2025 12:00 AM"
S5218,RMSCN10,3491,"Dec 2, 2025 12:00 AM"
S5219,RMSCN10,5886,"Dec 3, 2025 12:00 AM"
C5246,FJCR006,2258,"Dec 4, 2025 12:00 AM"
H5099,VMSP005,600,"Dec 3, 2025 12:00 AM"
B5307,NPBC003,1248,"Dec 4, 2025 12:00 AM"
B5309,NPBC004,1303,"Dec 4, 2025 12:00 AM"
S5222,FJSL006,451,"Dec 4, 2025 12:00 AM"
S5226,FJSL006,1659,"Dec 5, 2025 12:00 AM"
B5310,NPBC007,1303,"Dec 5, 2025 12:00 AM"
M5146,AOBL000,685,"Dec 5, 2025 12:00 AM"
M5147,AOBL000,685,"Dec 5, 2025 12:00 AM"
H5015,CCAB001,4882,"Dec 8, 2025 12:00 AM"
S5224,MLPF009,420,"Dec 8, 2025 12:00 AM"
S5224,MLPF009,760,"Dec 9, 2025 12:00 AM"
S5223,MLPF008,793,"Dec 9, 2025 12:00 AM"
S5191C5173,FJXX3T1,75,"Dec 9, 2025 12:00 AM"
S5215,MLPF007,480,"Dec 9, 2025 12:00 AM"
B5316,AOBC000,1316,"Dec 9, 2025 12:00 AM"
H5107,AOSP000,960,"Dec 9, 2025 12:00 AM"
C5233,FJFC005,2398,"Dec 10, 2025 12:00 AM"
S5215,MLPF007,363,"Dec 10, 2025 12:00 AM"
S5223,MLPF008,793,"Dec 10, 2025 12:00 AM"
S5224,MLPF009,760,"Dec 10, 2025 12:00 AM"
H5107,AOSP000,355,"Dec 10, 2025 12:00 AM"
,PDIR002,2036,"Dec 10, 2025 12:00 AM"
B5312,PDIR008,2030,"Dec 10, 2025 12:00 AM"
H5103,PDSP003,1052,"Dec 10, 2025 12:00 AM"
C5242,FJMK003,3614,"Dec 11, 2025 12:00 AM"
C5232,FJGB001,2520,"Dec 11, 2025 12:00 AM"
B5313,PDIR003,1938,"Dec 11, 2025 12:00 AM"
B5314,PDIR009,1973,"Dec 11, 2025 12:00 AM"
C5232,FJGB001,720,"Dec 12, 2025 12:00 AM"
C5219,FJFC002,1620,"Dec 12, 2025 12:00 AM"
,FJXX3T1,156,"Dec 12, 2025 12:00 AM"
S5228,RRBM004,1496,"Dec 12, 2025 12:00 AM"
H5104,AORS004,694,"Dec 12, 2025 12:00 AM"
H5108,PDRS003,413,"Dec 12, 2025 12:00 AM"
C5249,FJFC002,3779,"Dec 15, 2025 12:00 AM"
S5229,FJSL001,1950,"Dec 17, 2025 12:00 AM"
C5252,FJFC002,2268,"Dec 17, 2025 12:00 AM"
C5250,FJFC002,2592,"Dec 15, 2025 12:00 AM"
M5158,RRBL001,360,"Dec 18, 2025 12:00 AM"
S5230,FJSL001,1290,"Dec 17, 2025 12:00 AM"
H5109,AOSP004,1320,"Dec 15, 2025 12:00 AM"
H5110,AOSP004,1135,"Dec 15, 2025 12:00 AM"
C5250,FJFC002,2588,"Dec 16, 2025 12:00 AM"
B5317,AOBC004,1320,"Dec 16, 2025 12:00 AM"
B5318,AOBC004,120,"Dec 16, 2025 12:00 AM"
B5306,BTBO001,1196,"Dec 16, 2025 12:00 AM"
B5318,AOBC004,1061,"Dec 17, 2025 12:00 AM"
E5050,AOHSR00,2117,"Dec 17, 2025 12:00 AM"
S5231,FJSL008,2050,"Dec 17, 2025 12:00 AM"
C5252,FJFC002,1981,"Dec 18, 2025 12:00 AM"
M5148,ADML000,1010,"Dec 18, 2025 12:00 AM"
M5149,ADML000,1010,"Dec 18, 2025 12:00 AM"
M5150,ADML000,380,"Dec 18, 2025 12:00 AM"
S5230,FJSL001,700,"Dec 18, 2025 12:00 AM"
S5232,FJSL001,1904,"Dec 18, 2025 12:00 AM"
S5227,FJPDR01,1225,"Dec 18, 2025 12:00 AM"
C5253,FJMK006,1553,"Dec 22, 2025 12:00 AM"
,FJMK5T1,672,"Dec 22, 2025 12:00 AM"
M5160,AOBL005,677,"Dec 22, 2025 12:00 AM"
S5095,FJPD001,434,"Dec 22, 2025 12:00 AM"
M5155,ADML000,790,"Dec 22, 2025 12:00 AM"
M5156,ADML000,933,"Dec 22, 2025 12:00 AM"
M5150,ADML000,630,"Dec 19, 2025 12:00 AM"
M5151,ADML000,1010,"Dec 19, 2025 12:00 AM"
M5152,ADML000,1010,"Dec 19, 2025 12:00 AM"
M5153,ADML000,1010,"Dec 19, 2025 12:00 AM"
M5154,ADML000,1010,"Dec 19, 2025 12:00 AM"
M5155,ADML000,280,"Dec 19, 2025 12:00 AM"
M5161,AOBL000,680,"Dec 23, 2025 12:00 AM"
M5162,AOBL000,680,"Dec 23, 2025 12:00 AM"
M5163,AOBL000,680,"Dec 23, 2025 12:00 AM"
,FJMK5T1,192,"Dec 23, 2025 12:00 AM"
